domanID,siteID,namedLocation,domainName,flightbxID,aop_site_id,sitetype,YearSiteVisit,FlightDate,year,flightdate
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2016_KONZ_1,2016071514,2016,2016-07-15
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2016_KONZ_1,2016071714,2016,2016-07-17
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2017_KONZ_2,2017060914,2017,2017-06-09
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2017_KONZ_2,2017060516,2017,2017-06-05
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2018_KONZ_3,2018060513,2018,2018-06-05
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2018_KONZ_3,2018053014,2018,2018-05-30
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_5,2019071313,2019,2019-07-13
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_5,2019071214,2019,2019-07-12
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_5,2019071613,2019,2019-07-16
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_5,2019071514,2019,2019-07-15
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_4,2019051614,2019,2019-05-16
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_4,2019051713,2019,2019-05-17
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_4,2019052213,2019,2019-05-22
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2019_KONZ_4,2019052218,2019,2019-05-22
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2020_KONZ_6,2020070814,2020,2020-07-08
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2020_KONZ_6,2020071316,2020,2020-07-13
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2020_KONZ_6,2020070714,2020,2020-07-07
D06,KING,KING.AOS.reach,Prairie Peninsula,D06_KONZ_KONA_C1_P1_v2,KONZ,reach,2020_KONZ_6,2020071213,2020,2020-07-12
D06,MCDI,MCDI.AOS.S2,Prairie Peninsula,D06_MCDI_C1_P2_v1,MCDI,S2,2017_MCDI_1,2017060516,2017,2017-06-05
D06,MCDI,MCDI.AOS.S2,Prairie Peninsula,D06_MCDI_C1_P2_v1,MCDI,S2,2020_MCDI_2,2020071316,2020,2020-07-13
D06,MCDI,MCDI.AOS.reach,Prairie Peninsula,D06_MCDI_C1_P2_v1,MCDI,reach,2017_MCDI_1,2017060516,2017,2017-06-05
D06,MCDI,MCDI.AOS.reach,Prairie Peninsula,D06_MCDI_C1_P2_v1,MCDI,reach,2020_MCDI_2,2020071316,2020,2020-07-13
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015081314,2015,2015-08-13
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015081411,2015,2015-08-14
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015080513,2015,2015-08-05
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015080313,2015,2015-08-03
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015081611,2015,2015-08-16
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2015_GRSM_1,2015080413,2015,2015-08-04
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016061018,2016,2016-06-10
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016060817,2016,2016-06-08
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016060812,2016,2016-06-08
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016061413,2016,2016-06-14
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016061112,2016,2016-06-11
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016061013,2016,2016-06-10
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2016_GRSM_2,2016060913,2016,2016-06-09
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017101914,2017,2017-10-19
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017100614,2017,2017-10-06
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017102615,2017,2017-10-26
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017102014,2017,2017-10-20
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017101715,2017,2017-10-17
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017101216,2017,2017-10-12
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2017_GRSM_3,2017100516,2017,2017-10-05
D07,LECO,LECO.AOS.S2,Appalachians & Cumberland Plateau,D07_GRSM_R1_P1_all_v1,GRSM,S2,2018_GRSM_4,2018061612,2018,2018-06-16
D07,WALK,WALK.AOS.S2,Appalachians & Cumberland Plateau,D07_ORNL_C1_P1_v8,ORNL,S2,NA,NA,NA,NA
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2015_DELA_1,2015072213,2015,2015-07-22
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2015_DELA_1,2015072613,2015,2015-07-26
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2015_DELA_1,2015072513,2015,2015-07-25
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2016_DELA_2,2016050713,2016,2016-05-07
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2016_DELA_2,2016050813,2016,2016-05-08
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2017_DELA_3,2017051617,2017,2017-05-16
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2017_DELA_3,2017052613,2017,2017-05-26
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2017_DELA_3,2017051513,2017,2017-05-15
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2018_DELA_4,2018043014,2018,2018-04-30
D08,BLWA,BLWA.AOS.buoy.c0,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c0,2019_DELA_5,2019042913,2019,2019-04-29
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2015_DELA_1,2015072213,2015,2015-07-22
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2015_DELA_1,2015072613,2015,2015-07-26
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2015_DELA_1,2015072513,2015,2015-07-25
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2016_DELA_2,2016050713,2016,2016-05-07
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2016_DELA_2,2016050813,2016,2016-05-08
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2017_DELA_3,2017051617,2017,2017-05-16
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2017_DELA_3,2017052613,2017,2017-05-26
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2017_DELA_3,2017051513,2017,2017-05-15
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2018_DELA_4,2018043014,2018,2018-04-30
D08,BLWA,BLWA.AOS.buoy.c1,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c1,2019_DELA_5,2019042913,2019,2019-04-29
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2015_DELA_1,2015072213,2015,2015-07-22
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2015_DELA_1,2015072613,2015,2015-07-26
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2015_DELA_1,2015072513,2015,2015-07-25
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2016_DELA_2,2016050713,2016,2016-05-07
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2016_DELA_2,2016050813,2016,2016-05-08
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2017_DELA_3,2017051617,2017,2017-05-16
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2017_DELA_3,2017052613,2017,2017-05-26
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2017_DELA_3,2017051513,2017,2017-05-15
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2018_DELA_4,2018043014,2018,2018-04-30
D08,BLWA,BLWA.AOS.buoy.c2,Ozarks Complex,D08_DELA_R1_P1_v1,DELA,buoy.c2,2019_DELA_5,2019042913,2019,2019-04-29
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2015_TALL_1,2015071713,2015,2015-07-17
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2015_TALL_1,2015071813,2015,2015-07-18
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2015_TALL_1,2015072013,2015,2015-07-20
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2015_TALL_1,2015071913,2015,2015-07-19
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2015_TALL_1,2015071614,2015,2015-07-16
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2016_TALL_2,2016050713,2016,2016-05-07
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2016_TALL_2,2016050614,2016,2016-05-06
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2017_TALL_3,2017051413,2017,2017-05-14
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2018_TALL_4,2018042716,2018,2018-04-27
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2018_TALL_4,2018042918,2018,2018-04-29
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2018_TALL_4,2018043020,2018,2018-04-30
D08,MAYF,MAYF.AOS.S2,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,S2,2019_TALL_5,2019042713,2019,2019-04-27
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2015_TALL_1,2015071713,2015,2015-07-17
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2015_TALL_1,2015071813,2015,2015-07-18
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2015_TALL_1,2015072013,2015,2015-07-20
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2015_TALL_1,2015071913,2015,2015-07-19
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2015_TALL_1,2015071614,2015,2015-07-16
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2016_TALL_2,2016050713,2016,2016-05-07
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2016_TALL_2,2016050614,2016,2016-05-06
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2017_TALL_3,2017051413,2017,2017-05-14
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2018_TALL_4,2018042716,2018,2018-04-27
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2018_TALL_4,2018042918,2018,2018-04-29
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2018_TALL_4,2018043020,2018,2018-04-30
D08,MAYF,MAYF.AOS.reach,Ozarks Complex,D08_TALL_C1_P1_v1,TALL,reach,2019_TALL_5,2019042713,2019,2019-04-27
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2015_LENO_1,2015072013,2015,2015-07-20
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2015_LENO_1,2015072513,2015,2015-07-25
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2015_LENO_1,2015072112,2015,2015-07-21
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2016_LENO_2,2016050813,2016,2016-05-08
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2016_LENO_2,2016051413,2016,2016-05-14
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2017_LENO_3,2017051717,2017,2017-05-17
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2017_LENO_3,2017052514,2017,2017-05-25
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2018_LENO_4,2018042913,2018,2018-04-29
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2018_LENO_4,2018042813,2018,2018-04-28
D08,TOMB,TOMB.AOS.buoy.c0,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c0,2019_LENO_5,2019050614,2019,2019-05-06
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2015_LENO_1,2015072013,2015,2015-07-20
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2015_LENO_1,2015072513,2015,2015-07-25
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2015_LENO_1,2015072112,2015,2015-07-21
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2016_LENO_2,2016050813,2016,2016-05-08
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2016_LENO_2,2016051413,2016,2016-05-14
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2017_LENO_3,2017051717,2017,2017-05-17
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2017_LENO_3,2017052514,2017,2017-05-25
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2018_LENO_4,2018042913,2018,2018-04-29
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2018_LENO_4,2018042813,2018,2018-04-28
D08,TOMB,TOMB.AOS.buoy.c2,Ozarks Complex,D08_LENO_R2_P1_v1,LENO,buoy.c2,2019_LENO_5,2019050614,2019,2019-05-06
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2016_WOOD_1,2016063017,2016,2016-06-30
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2016_WOOD_1,2016062913,2016,2016-06-29
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017062614,2017,2017-06-26
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017061914,2017,2017-06-19
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019073014,2019,2019-07-30
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072214,2019,2019-07-22
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020061515,2020,2020-06-15
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062419,2020,2020-06-24
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062413,2020,2020-06-24
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062614,2020,2020-06-26
D09,PRLA,PRLA.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020070214,2020,2020-07-02
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2016_WOOD_1,2016063017,2016,2016-06-30
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2016_WOOD_1,2016062913,2016,2016-06-29
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017062614,2017,2017-06-26
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017061914,2017,2017-06-19
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRLA,PRLA.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019073014,2019,2019-07-30
